age,gender,education,income,perc_ses,sp_ideology,econ_ideology,country,country_code,intervention,belief_cc,policy_support,share_social_media,wept
27,female,7 to 12,50K to 100K,40-50%,66,17,Norway,NOR,scientific_consensus,47,50,0,3
31,male,7 to 12,15K to 25K,30-40%,79,56,Norway,NOR,scientific_consensus,34,33,0,2
30,female,7 to 12,10K to 15K,60-70%,43,64,Norway,NOR,scientific_consensus,42,51,0,3
33,male,7 to 12,150K to 200K,50-60%,51,57,Norway,NOR,scientific_consensus,41,43,0,4
41,female,7 to 12,25K to 50K,30-40%,47,37,Norway,NOR,scientific_consensus,42,37,0,3
20,male,7 to 12,15K to 25K,30-40%,74,71,Norway,NOR,scientific_consensus,44,37,0,2
41,male,7 to 12,50K to 100K,60-70%,42,39,Norway,NOR,scientific_consensus,28,41,0,4
66,male,13 to 16,25K to 50K,0-10%,54,50,Norway,NOR,scientific_consensus,37,35,0,3
29,female,13 to 16,50K to 100K,70-80%,51,67,Norway,NOR,scientific_consensus,38,52,0,4
21,male,0 to 6,50K to 100K,10-20%,56,69,Norway,NOR,scientific_consensus,40,42,0,3
31,female,13 to 16,15K to 25K,30-40%,44,71,Norway,NOR,scientific_consensus,39,46,1,4
64,male,0 to 6,25K to 50K,20-30%,66,75,Norway,NOR,scientific_consensus,33,36,0,2
23,male,13 to 16,50K to 100K,90-100%,66,86,Norway,NOR,scientific_consensus,38,54,0,3
65,female,13 to 16,less than 10K,70-80%,58,44,Norway,NOR,scientific_consensus,31,42,0,4
23,male,0 to 6,100K to 150K,90-100%,53,55,Norway,NOR,scientific_consensus,37,42,0,3
66,female,13 to 16,25K to 50K,70-80%,73,42,Norway,NOR,scientific_consensus,47,39,0,2
33,female,7 to 12,less than 10K,10-20%,19,50,Norway,NOR,scientific_consensus,50,50,0,3
54,female,7 to 12,25K to 50K,20-30%,69,53,Norway,NOR,scientific_consensus,29,49,0,3
26,female,0 to 6,50K to 100K,60-70%,35,18,Norway,NOR,scientific_consensus,50,50,0,3
56,male,0 to 6,100K to 150K,30-40%,61,45,Norway,NOR,scientific_consensus,40,46,0,3
66,male,0 to 6,50K to 100K,70-80%,68,94,Norway,NOR,scientific_consensus,42,40,0,3
46,male,7 to 12,15K to 25K,30-40%,64,34,Norway,NOR,scientific_consensus,32,36,0,2
31,male,13 to 16,50K to 100K,80-90%,43,76,Norway,NOR,scientific_consensus,51,43,0,4
67,male,7 to 12,less than 10K,10-20%,50,38,Norway,NOR,scientific_consensus,36,32,0,2
43,male,13 to 16,less than 10K,80-90%,76,56,Norway,NOR,scientific_consensus,47,57,0,3
19,female,0 to 6,150K to 200K,60-70%,44,31,Norway,NOR,scientific_consensus,36,50,0,3
55,female,13 to 16,25K to 50K,20-30%,65,50,Norway,NOR,scientific_consensus,50,40,0,4
55,female,13 to 16,10K to 15K,40-50%,62,38,Norway,NOR,scientific_consensus,36,43,0,3
27,male,17 or more,25K to 50K,0-10%,44,66,Norway,NOR,scientific_consensus,40,52,1,3
52,female,13 to 16,50K to 100K,20-30%,80,94,Norway,NOR,scientific_consensus,45,45,0,3
21,female,13 to 16,10K to 15K,70-80%,45,44,Norway,NOR,scientific_consensus,48,45,1,4
30,female,7 to 12,10K to 15K,20-30%,36,42,Norway,NOR,scientific_consensus,36,43,0,3
53,female,0 to 6,10K to 15K,40-50%,43,73,Norway,NOR,scientific_consensus,38,35,0,4
55,female,7 to 12,100K to 150K,30-40%,43,54,Norway,NOR,scientific_consensus,38,49,0,4
36,female,13 to 16,150K to 200K,30-40%,59,39,Norway,NOR,scientific_consensus,34,51,1,3
60,female,13 to 16,15K to 25K,40-50%,49,15,Norway,NOR,scientific_consensus,39,39,0,3
53,female,7 to 12,25K to 50K,70-80%,45,44,Norway,NOR,scientific_consensus,50,51,0,3
61,female,7 to 12,15K to 25K,0-10%,57,45,Norway,NOR,scientific_consensus,44,32,0,3
37,male,7 to 12,10K to 15K,50-60%,38,59,Norway,NOR,scientific_consensus,36,33,0,2
53,male,7 to 12,10K to 15K,50-60%,43,52,Norway,NOR,scientific_consensus,33,32,0,3
27,female,7 to 12,15K to 25K,50-60%,76,45,Norway,NOR,scientific_consensus,42,38,0,4
34,female,0 to 6,15K to 25K,20-30%,58,38,Norway,NOR,scientific_consensus,36,48,0,3
52,male,13 to 16,25K to 50K,40-50%,27,71,Norway,NOR,scientific_consensus,54,40,0,4
28,female,17 or more,10K to 15K,40-50%,48,36,Norway,NOR,scientific_consensus,55,61,0,5
41,female,0 to 6,50K to 100K,10-20%,62,60,Norway,NOR,scientific_consensus,35,47,0,4
39,male,7 to 12,150K to 200K,60-70%,63,68,Norway,NOR,scientific_consensus,38,40,0,2
51,female,7 to 12,15K to 25K,50-60%,65,51,Norway,NOR,scientific_consensus,43,47,0,3
39,female,0 to 6,15K to 25K,50-60%,66,54,Norway,NOR,scientific_consensus,28,45,0,3
41,nonbinary or other,13 to 16,25K to 50K,40-50%,56,38,Norway,NOR,scientific_consensus,35,55,0,4
48,male,7 to 12,10K to 15K,60-70%,28,26,Norway,NOR,scientific_consensus,36,40,0,3
29,male,13 to 16,15K to 25K,30-40%,52,50,Norway,NOR,scientific_consensus,43,42,0,3
66,female,13 to 16,10K to 15K,10-20%,58,58,Norway,NOR,scientific_consensus,35,39,0,3
36,male,13 to 16,50K to 100K,30-40%,36,60,Norway,NOR,scientific_consensus,44,49,0,4
32,female,13 to 16,25K to 50K,10-20%,48,39,Norway,NOR,scientific_consensus,45,54,1,3
33,male,7 to 12,25K to 50K,30-40%,63,50,Norway,NOR,scientific_consensus,31,41,0,3
61,female,13 to 16,50K to 100K,50-60%,63,41,Norway,NOR,scientific_consensus,51,46,0,3
67,male,17 or more,25K to 50K,30-40%,55,71,Norway,NOR,scientific_consensus,32,49,0,2
37,female,7 to 12,150K to 200K,10-20%,41,33,Norway,NOR,scientific_consensus,43,46,0,4
52,female,13 to 16,less than 10K,40-50%,13,44,Norway,NOR,scientific_consensus,34,45,0,3
53,male,0 to 6,more than 200K,30-40%,53,44,Norway,NOR,scientific_consensus,33,43,0,2
57,male,0 to 6,less than 10K,0-10%,59,60,Norway,NOR,scientific_consensus,35,33,0,2
20,male,13 to 16,15K to 25K,20-30%,55,39,Norway,NOR,scientific_consensus,41,47,1,2
50,male,13 to 16,25K to 50K,30-40%,52,48,Norway,NOR,scientific_consensus,41,44,0,4
41,female,13 to 16,less than 10K,30-40%,51,42,Norway,NOR,scientific_consensus,42,45,0,3
32,male,7 to 12,100K to 150K,20-30%,64,59,Norway,NOR,scientific_consensus,37,37,0,3
28,male,13 to 16,100K to 150K,50-60%,59,49,Norway,NOR,scientific_consensus,36,49,0,4
26,female,7 to 12,less than 10K,20-30%,78,57,Norway,NOR,scientific_consensus,43,41,0,4
59,male,0 to 6,50K to 100K,70-80%,68,64,Norway,NOR,scientific_consensus,40,40,0,3
68,male,0 to 6,15K to 25K,20-30%,63,44,Norway,NOR,scientific_consensus,27,42,0,2
29,male,0 to 6,150K to 200K,20-30%,7,52,Norway,NOR,scientific_consensus,25,55,0,3
51,female,0 to 6,50K to 100K,60-70%,73,39,Norway,NOR,scientific_consensus,40,38,0,3
20,male,7 to 12,50K to 100K,70-80%,31,56,Norway,NOR,scientific_consensus,45,56,1,4
39,male,0 to 6,50K to 100K,20-30%,47,64,Norway,NOR,scientific_consensus,31,50,0,3
48,female,7 to 12,10K to 15K,80-90%,33,44,Norway,NOR,scientific_consensus,38,47,0,4
48,female,0 to 6,15K to 25K,10-20%,73,57,Norway,NOR,scientific_consensus,27,38,0,2
18,female,13 to 16,25K to 50K,10-20%,63,56,Norway,NOR,scientific_consensus,32,43,0,3
21,female,13 to 16,25K to 50K,30-40%,66,55,Norway,NOR,scientific_consensus,47,46,1,3
31,male,13 to 16,10K to 15K,40-50%,38,55,Norway,NOR,scientific_consensus,36,38,0,2
20,male,7 to 12,10K to 15K,30-40%,51,70,Norway,NOR,scientific_consensus,38,46,0,2
53,female,7 to 12,50K to 100K,40-50%,34,48,Norway,NOR,scientific_consensus,42,50,1,3
60,female,7 to 12,10K to 15K,30-40%,56,66,Norway,NOR,scientific_consensus,30,38,0,3
34,female,7 to 12,100K to 150K,20-30%,37,48,Norway,NOR,scientific_consensus,42,45,0,3
38,female,7 to 12,25K to 50K,50-60%,74,40,Norway,NOR,scientific_consensus,44,49,0,4
62,female,0 to 6,25K to 50K,20-30%,36,45,Norway,NOR,scientific_consensus,41,39,0,4
48,male,13 to 16,25K to 50K,70-80%,63,23,Norway,NOR,scientific_consensus,35,46,1,4
43,female,7 to 12,50K to 100K,30-40%,41,34,Norway,NOR,scientific_consensus,42,49,0,3
53,male,0 to 6,25K to 50K,10-20%,39,43,Norway,NOR,scientific_consensus,16,41,0,2
50,male,7 to 12,15K to 25K,20-30%,42,30,Norway,NOR,scientific_consensus,32,33,0,2
66,male,7 to 12,150K to 200K,50-60%,56,63,Norway,NOR,scientific_consensus,37,35,0,2
31,female,13 to 16,10K to 15K,60-70%,45,50,Norway,NOR,scientific_consensus,35,43,0,3
63,female,7 to 12,15K to 25K,10-20%,58,46,Norway,NOR,scientific_consensus,37,48,0,3
39,female,0 to 6,25K to 50K,20-30%,81,57,Norway,NOR,scientific_consensus,35,39,0,4
62,female,13 to 16,25K to 50K,10-20%,67,45,Norway,NOR,scientific_consensus,40,48,0,4
48,male,7 to 12,15K to 25K,0-10%,64,46,Norway,NOR,scientific_consensus,34,30,0,2
57,male,13 to 16,15K to 25K,20-30%,30,54,Norway,NOR,scientific_consensus,46,45,0,2
34,female,7 to 12,15K to 25K,40-50%,52,40,Norway,NOR,scientific_consensus,38,46,0,4
37,female,13 to 16,25K to 50K,20-30%,59,47,Norway,NOR,scientific_consensus,44,42,1,3
52,female,0 to 6,25K to 50K,20-30%,77,49,Norway,NOR,scientific_consensus,34,35,0,2
26,female,7 to 12,50K to 100K,50-60%,53,32,Norway,NOR,scientific_consensus,57,58,1,4
19,female,13 to 16,150K to 200K,60-70%,56,43,Norway,NOR,scientific_consensus,58,55,1,3
47,male,7 to 12,15K to 25K,80-90%,54,74,Norway,NOR,scientific_consensus,29,48,0,2
64,male,13 to 16,15K to 25K,10-20%,45,50,Norway,NOR,scientific_consensus,40,43,0,3
26,male,7 to 12,10K to 15K,30-40%,47,35,Norway,NOR,scientific_consensus,44,32,0,3
51,nonbinary or other,0 to 6,100K to 150K,20-30%,48,49,Norway,NOR,scientific_consensus,50,43,1,3
51,female,7 to 12,15K to 25K,30-40%,35,33,Norway,NOR,binding_moral_foundations,43,48,1,4
50,male,13 to 16,less than 10K,40-50%,61,52,Norway,NOR,binding_moral_foundations,38,42,0,3
46,female,7 to 12,less than 10K,30-40%,44,41,Norway,NOR,binding_moral_foundations,49,52,0,4
27,male,0 to 6,15K to 25K,40-50%,58,44,Norway,NOR,binding_moral_foundations,55,50,0,3
23,female,7 to 12,10K to 15K,50-60%,43,54,Norway,NOR,binding_moral_foundations,41,45,1,4
22,male,17 or more,15K to 25K,50-60%,47,57,Norway,NOR,binding_moral_foundations,56,52,0,4
27,male,7 to 12,50K to 100K,20-30%,42,36,Norway,NOR,binding_moral_foundations,48,48,0,4
49,female,13 to 16,50K to 100K,80-90%,70,65,Norway,NOR,binding_moral_foundations,63,56,0,4
69,female,7 to 12,15K to 25K,10-20%,34,77,Norway,NOR,binding_moral_foundations,47,42,0,4
45,male,0 to 6,15K to 25K,40-50%,24,65,Norway,NOR,binding_moral_foundations,38,41,0,3
36,female,0 to 6,25K to 50K,20-30%,50,49,Norway,NOR,binding_moral_foundations,48,51,1,4
35,female,0 to 6,50K to 100K,20-30%,10,55,Norway,NOR,binding_moral_foundations,50,51,1,3
32,female,7 to 12,15K to 25K,20-30%,29,58,Norway,NOR,binding_moral_foundations,57,55,1,3
30,female,7 to 12,50K to 100K,30-40%,55,29,Norway,NOR,binding_moral_foundations,47,52,1,3
42,female,0 to 6,25K to 50K,0-10%,65,54,Norway,NOR,binding_moral_foundations,45,35,0,3
32,female,7 to 12,less than 10K,30-40%,42,69,Norway,NOR,binding_moral_foundations,51,46,0,2
47,female,0 to 6,100K to 150K,30-40%,42,46,Norway,NOR,binding_moral_foundations,48,38,0,4
19,female,0 to 6,100K to 150K,50-60%,39,53,Norway,NOR,binding_moral_foundations,44,50,1,4
47,male,0 to 6,15K to 25K,30-40%,51,44,Norway,NOR,binding_moral_foundations,39,40,0,3
26,female,13 to 16,50K to 100K,40-50%,40,29,Norway,NOR,binding_moral_foundations,52,61,1,5
36,female,7 to 12,more than 200K,10-20%,33,45,Norway,NOR,binding_moral_foundations,48,49,0,3
25,female,7 to 12,25K to 50K,60-70%,56,68,Norway,NOR,binding_moral_foundations,45,51,0,3
30,nonbinary or other,7 to 12,10K to 15K,10-20%,56,57,Norway,NOR,binding_moral_foundations,50,47,1,3
20,male,7 to 12,25K to 50K,40-50%,50,50,Norway,NOR,binding_moral_foundations,49,42,1,4
30,male,13 to 16,25K to 50K,40-50%,62,62,Norway,NOR,binding_moral_foundations,45,48,1,4
69,female,13 to 16,100K to 150K,80-90%,31,60,Norway,NOR,binding_moral_foundations,56,49,0,5
57,male,13 to 16,10K to 15K,30-40%,64,45,Norway,NOR,binding_moral_foundations,52,48,0,2
58,male,13 to 16,50K to 100K,20-30%,54,45,Norway,NOR,binding_moral_foundations,47,42,1,3
33,female,13 to 16,100K to 150K,80-90%,48,34,Norway,NOR,binding_moral_foundations,59,55,1,4
64,female,13 to 16,less than 10K,20-30%,39,41,Norway,NOR,binding_moral_foundations,52,45,0,3
46,male,17 or more,10K to 15K,20-30%,36,49,Norway,NOR,binding_moral_foundations,51,46,1,3
63,male,13 to 16,15K to 25K,0-10%,38,56,Norway,NOR,binding_moral_foundations,52,41,0,4
25,female,0 to 6,15K to 25K,40-50%,68,68,Norway,NOR,binding_moral_foundations,46,36,0,3
43,female,7 to 12,less than 10K,90-100%,47,31,Norway,NOR,binding_moral_foundations,40,45,0,2
67,male,7 to 12,less than 10K,30-40%,20,31,Norway,NOR,binding_moral_foundations,37,41,0,3
59,male,7 to 12,15K to 25K,20-30%,20,35,Norway,NOR,binding_moral_foundations,37,52,0,2
63,female,13 to 16,25K to 50K,50-60%,39,64,Norway,NOR,binding_moral_foundations,47,47,1,4
23,male,7 to 12,150K to 200K,30-40%,54,50,Norway,NOR,binding_moral_foundations,44,49,0,4
33,male,13 to 16,150K to 200K,50-60%,99,70,Norway,NOR,binding_moral_foundations,49,44,1,4
56,female,0 to 6,10K to 15K,50-60%,69,54,Norway,NOR,binding_moral_foundations,41,47,0,3
51,female,0 to 6,15K to 25K,20-30%,47,53,Norway,NOR,binding_moral_foundations,53,36,1,3
68,nonbinary or other,7 to 12,15K to 25K,30-40%,59,53,Norway,NOR,binding_moral_foundations,48,50,1,3
46,male,7 to 12,15K to 25K,30-40%,64,54,Norway,NOR,binding_moral_foundations,32,48,0,3
53,female,13 to 16,less than 10K,30-40%,50,35,Norway,NOR,binding_moral_foundations,36,44,0,4
54,female,7 to 12,25K to 50K,10-20%,52,43,Norway,NOR,binding_moral_foundations,40,47,0,4
54,male,0 to 6,less than 10K,40-50%,49,43,Norway,NOR,binding_moral_foundations,48,30,0,4
49,male,7 to 12,15K to 25K,30-40%,42,45,Norway,NOR,binding_moral_foundations,40,47,0,3
23,male,7 to 12,10K to 15K,30-40%,31,39,Norway,NOR,binding_moral_foundations,47,45,0,4
38,female,7 to 12,15K to 25K,40-50%,61,57,Norway,NOR,binding_moral_foundations,40,51,1,4
26,female,0 to 6,100K to 150K,50-60%,51,56,Norway,NOR,binding_moral_foundations,49,50,1,4
32,male,17 or more,15K to 25K,50-60%,48,55,Norway,NOR,binding_moral_foundations,50,44,1,4
66,male,7 to 12,10K to 15K,70-80%,74,54,Norway,NOR,binding_moral_foundations,45,38,0,4
29,female,13 to 16,10K to 15K,40-50%,25,89,Norway,NOR,binding_moral_foundations,42,46,0,4
20,male,7 to 12,25K to 50K,50-60%,64,31,Norway,NOR,binding_moral_foundations,40,44,0,3
57,male,13 to 16,50K to 100K,70-80%,51,62,Norway,NOR,binding_moral_foundations,46,45,1,3
31,male,0 to 6,25K to 50K,40-50%,32,47,Norway,NOR,binding_moral_foundations,53,47,0,4
38,female,13 to 16,100K to 150K,40-50%,72,53,Norway,NOR,binding_moral_foundations,48,60,1,3
23,female,13 to 16,10K to 15K,30-40%,41,46,Norway,NOR,binding_moral_foundations,50,54,1,4
54,female,0 to 6,15K to 25K,50-60%,41,40,Norway,NOR,binding_moral_foundations,41,46,0,4
49,male,7 to 12,25K to 50K,70-80%,58,71,Norway,NOR,binding_moral_foundations,50,51,0,3
62,male,13 to 16,10K to 15K,70-80%,42,66,Norway,NOR,binding_moral_foundations,49,40,0,4
69,female,13 to 16,15K to 25K,80-90%,56,46,Norway,NOR,binding_moral_foundations,42,48,1,3
28,female,13 to 16,100K to 150K,50-60%,54,50,Norway,NOR,binding_moral_foundations,56,55,1,4
28,female,0 to 6,25K to 50K,30-40%,66,79,Norway,NOR,binding_moral_foundations,43,45,0,3
68,male,7 to 12,15K to 25K,10-20%,39,40,Norway,NOR,binding_moral_foundations,42,41,0,3
26,male,7 to 12,25K to 50K,30-40%,38,51,Norway,NOR,binding_moral_foundations,42,49,1,3
48,female,7 to 12,150K to 200K,60-70%,46,59,Norway,NOR,binding_moral_foundations,51,46,1,3
32,male,7 to 12,10K to 15K,30-40%,58,55,Norway,NOR,binding_moral_foundations,46,41,0,1
24,nonbinary or other,13 to 16,15K to 25K,30-40%,52,51,Norway,NOR,binding_moral_foundations,61,46,0,5
25,female,7 to 12,15K to 25K,30-40%,76,57,Norway,NOR,binding_moral_foundations,50,44,0,4
68,female,13 to 16,10K to 15K,60-70%,39,77,Norway,NOR,binding_moral_foundations,52,48,0,3
52,male,13 to 16,25K to 50K,40-50%,65,52,Norway,NOR,binding_moral_foundations,42,46,1,3
27,male,0 to 6,10K to 15K,20-30%,65,57,Norway,NOR,binding_moral_foundations,33,35,0,3
51,male,7 to 12,25K to 50K,0-10%,65,42,Norway,NOR,binding_moral_foundations,53,37,0,3
34,nonbinary or other,7 to 12,10K to 15K,30-40%,37,45,Norway,NOR,binding_moral_foundations,56,52,0,4
20,female,0 to 6,10K to 15K,50-60%,46,48,Norway,NOR,binding_moral_foundations,35,46,0,3
62,female,0 to 6,10K to 15K,50-60%,38,56,Norway,NOR,binding_moral_foundations,40,49,0,2
52,female,13 to 16,25K to 50K,10-20%,26,39,Norway,NOR,binding_moral_foundations,51,52,0,4
45,male,7 to 12,15K to 25K,0-10%,71,69,Norway,NOR,binding_moral_foundations,25,39,0,3
54,female,13 to 16,100K to 150K,30-40%,44,65,Norway,NOR,binding_moral_foundations,55,47,1,3
53,male,0 to 6,15K to 25K,80-90%,56,50,Norway,NOR,binding_moral_foundations,38,49,0,3
69,male,7 to 12,50K to 100K,10-20%,32,41,Norway,NOR,binding_moral_foundations,37,56,0,3
25,female,13 to 16,25K to 50K,40-50%,36,23,Norway,NOR,binding_moral_foundations,53,46,1,4
33,female,0 to 6,10K to 15K,30-40%,34,49,Norway,NOR,binding_moral_foundations,52,37,0,4
39,female,13 to 16,100K to 150K,90-100%,54,52,Norway,NOR,binding_moral_foundations,52,49,1,5
20,female,7 to 12,25K to 50K,30-40%,17,30,Norway,NOR,binding_moral_foundations,46,53,1,3
47,female,7 to 12,15K to 25K,30-40%,57,63,Norway,NOR,binding_moral_foundations,43,49,0,3
51,male,13 to 16,15K to 25K,20-30%,79,38,Norway,NOR,binding_moral_foundations,38,44,0,3
49,male,7 to 12,25K to 50K,50-60%,22,54,Norway,NOR,binding_moral_foundations,41,48,1,5
33,male,0 to 6,10K to 15K,20-30%,58,48,Norway,NOR,binding_moral_foundations,30,46,0,3
49,male,7 to 12,50K to 100K,0-10%,37,50,Norway,NOR,binding_moral_foundations,43,44,0,4
48,female,13 to 16,less than 10K,40-50%,67,54,Norway,NOR,binding_moral_foundations,48,38,0,4
32,female,0 to 6,100K to 150K,10-20%,64,51,Norway,NOR,binding_moral_foundations,45,45,1,3
30,male,7 to 12,25K to 50K,0-10%,41,30,Norway,NOR,binding_moral_foundations,48,44,1,3
24,female,0 to 6,15K to 25K,0-10%,52,63,Norway,NOR,binding_moral_foundations,39,40,0,3
50,female,13 to 16,25K to 50K,40-50%,63,52,Norway,NOR,binding_moral_foundations,59,43,0,5
48,male,13 to 16,50K to 100K,10-20%,45,75,Norway,NOR,binding_moral_foundations,47,52,0,3
36,male,0 to 6,10K to 15K,30-40%,59,56,Norway,NOR,binding_moral_foundations,41,48,0,3
47,nonbinary or other,13 to 16,25K to 50K,40-50%,45,61,Norway,NOR,dynamic_social_norms,48,57,1,3
39,male,7 to 12,more than 200K,40-50%,39,22,Norway,NOR,dynamic_social_norms,38,48,0,3
46,female,13 to 16,25K to 50K,60-70%,55,46,Norway,NOR,dynamic_social_norms,37,57,0,2
63,male,13 to 16,10K to 15K,30-40%,39,37,Norway,NOR,dynamic_social_norms,39,52,0,2
48,male,13 to 16,25K to 50K,30-40%,42,47,Norway,NOR,dynamic_social_norms,52,59,0,3
66,female,13 to 16,15K to 25K,40-50%,50,61,Norway,NOR,dynamic_social_norms,31,53,0,3
38,female,0 to 6,less than 10K,40-50%,36,28,Norway,NOR,dynamic_social_norms,42,54,0,3
51,male,7 to 12,10K to 15K,60-70%,23,27,Norway,NOR,dynamic_social_norms,39,51,0,2
30,male,7 to 12,10K to 15K,30-40%,44,52,Norway,NOR,dynamic_social_norms,35,41,0,2
40,male,0 to 6,15K to 25K,10-20%,39,33,Norway,NOR,dynamic_social_norms,40,52,0,1
63,male,7 to 12,less than 10K,50-60%,36,69,Norway,NOR,dynamic_social_norms,38,47,0,3
61,female,7 to 12,15K to 25K,50-60%,41,54,Norway,NOR,dynamic_social_norms,45,47,0,3
25,female,13 to 16,15K to 25K,60-70%,43,46,Norway,NOR,dynamic_social_norms,59,56,0,4
35,male,13 to 16,less than 10K,40-50%,60,33,Norway,NOR,dynamic_social_norms,33,50,0,4
45,nonbinary or other,7 to 12,15K to 25K,20-30%,59,69,Norway,NOR,dynamic_social_norms,42,56,1,4
28,male,7 to 12,15K to 25K,30-40%,23,47,Norway,NOR,dynamic_social_norms,34,50,1,3
67,female,7 to 12,25K to 50K,30-40%,67,27,Norway,NOR,dynamic_social_norms,43,51,0,2
47,male,7 to 12,100K to 150K,70-80%,43,77,Norway,NOR,dynamic_social_norms,43,55,1,2
66,female,7 to 12,25K to 50K,50-60%,32,66,Norway,NOR,dynamic_social_norms,50,56,0,3
46,male,0 to 6,10K to 15K,20-30%,48,20,Norway,NOR,dynamic_social_norms,31,50,0,2
47,male,7 to 12,150K to 200K,50-60%,35,72,Norway,NOR,dynamic_social_norms,32,44,0,3
65,male,7 to 12,25K to 50K,10-20%,49,69,Norway,NOR,dynamic_social_norms,27,41,0,2
56,female,17 or more,25K to 50K,20-30%,27,31,Norway,NOR,dynamic_social_norms,48,49,1,3
62,male,13 to 16,100K to 150K,90-100%,68,32,Norway,NOR,dynamic_social_norms,52,54,0,3
52,male,7 to 12,25K to 50K,60-70%,29,82,Norway,NOR,dynamic_social_norms,42,60,0,4
25,female,13 to 16,15K to 25K,40-50%,73,41,Norway,NOR,dynamic_social_norms,40,65,1,4
24,male,7 to 12,50K to 100K,20-30%,35,67,Norway,NOR,dynamic_social_norms,47,60,0,4
59,male,7 to 12,100K to 150K,70-80%,77,69,Norway,NOR,dynamic_social_norms,44,55,0,3
35,female,7 to 12,less than 10K,0-10%,26,6,Norway,NOR,dynamic_social_norms,41,43,0,3
50,female,17 or more,25K to 50K,70-80%,32,21,Norway,NOR,dynamic_social_norms,56,41,1,4
29,female,0 to 6,15K to 25K,50-60%,39,48,Norway,NOR,dynamic_social_norms,35,53,0,2
68,male,7 to 12,15K to 25K,60-70%,65,62,Norway,NOR,dynamic_social_norms,49,52,0,2
61,female,13 to 16,25K to 50K,30-40%,48,43,Norway,NOR,dynamic_social_norms,42,55,0,3
31,male,7 to 12,25K to 50K,30-40%,44,51,Norway,NOR,dynamic_social_norms,38,58,0,3
60,female,13 to 16,15K to 25K,50-60%,31,62,Norway,NOR,dynamic_social_norms,38,53,0,3
44,male,13 to 16,25K to 50K,20-30%,85,24,Norway,NOR,dynamic_social_norms,46,47,1,3
21,male,7 to 12,10K to 15K,30-40%,28,26,Norway,NOR,dynamic_social_norms,40,53,0,3
23,nonbinary or other,13 to 16,10K to 15K,40-50%,42,66,Norway,NOR,dynamic_social_norms,38,54,1,4
29,female,13 to 16,10K to 15K,30-40%,39,45,Norway,NOR,dynamic_social_norms,42,47,0,4
25,male,7 to 12,50K to 100K,30-40%,61,67,Norway,NOR,dynamic_social_norms,47,54,1,3
66,male,7 to 12,50K to 100K,20-30%,66,37,Norway,NOR,dynamic_social_norms,35,47,1,3
26,male,13 to 16,10K to 15K,20-30%,89,66,Norway,NOR,dynamic_social_norms,39,47,0,3
43,female,7 to 12,less than 10K,60-70%,50,42,Norway,NOR,dynamic_social_norms,43,44,0,3
48,female,13 to 16,15K to 25K,30-40%,58,55,Norway,NOR,dynamic_social_norms,42,59,1,3
47,female,7 to 12,10K to 15K,20-30%,70,63,Norway,NOR,dynamic_social_norms,47,52,0,2
35,male,0 to 6,15K to 25K,70-80%,46,43,Norway,NOR,dynamic_social_norms,38,56,1,3
40,female,13 to 16,15K to 25K,40-50%,65,59,Norway,NOR,dynamic_social_norms,53,49,0,4
23,female,0 to 6,15K to 25K,10-20%,54,61,Norway,NOR,dynamic_social_norms,36,46,0,3
23,male,7 to 12,100K to 150K,20-30%,44,44,Norway,NOR,dynamic_social_norms,44,43,0,4
44,female,0 to 6,25K to 50K,0-10%,68,58,Norway,NOR,dynamic_social_norms,36,50,0,3
46,female,13 to 16,10K to 15K,50-60%,55,40,Norway,NOR,dynamic_social_norms,40,59,0,3
31,male,13 to 16,25K to 50K,50-60%,34,69,Norway,NOR,dynamic_social_norms,41,57,0,3
35,female,7 to 12,25K to 50K,0-10%,49,35,Norway,NOR,dynamic_social_norms,42,54,0,3
59,male,13 to 16,50K to 100K,20-30%,28,35,Norway,NOR,dynamic_social_norms,44,53,0,3
31,male,13 to 16,25K to 50K,40-50%,58,63,Norway,NOR,dynamic_social_norms,41,55,0,3
26,male,13 to 16,10K to 15K,10-20%,73,60,Norway,NOR,dynamic_social_norms,37,51,1,2
64,male,7 to 12,15K to 25K,20-30%,56,62,Norway,NOR,dynamic_social_norms,26,54,0,2
60,male,7 to 12,25K to 50K,30-40%,27,28,Norway,NOR,dynamic_social_norms,36,42,0,2
31,female,13 to 16,10K to 15K,40-50%,54,64,Norway,NOR,dynamic_social_norms,41,55,1,3
67,male,13 to 16,10K to 15K,30-40%,69,16,Norway,NOR,dynamic_social_norms,38,42,0,3
63,male,7 to 12,25K to 50K,40-50%,10,42,Norway,NOR,dynamic_social_norms,42,50,0,2
58,female,7 to 12,15K to 25K,20-30%,42,35,Norway,NOR,dynamic_social_norms,39,56,0,3
56,male,0 to 6,50K to 100K,50-60%,42,73,Norway,NOR,dynamic_social_norms,51,47,0,2
29,female,7 to 12,10K to 15K,30-40%,54,49,Norway,NOR,dynamic_social_norms,38,47,0,2
51,male,0 to 6,25K to 50K,10-20%,49,30,Norway,NOR,dynamic_social_norms,28,36,0,3
56,male,7 to 12,25K to 50K,50-60%,59,59,Norway,NOR,dynamic_social_norms,40,53,0,3
55,female,0 to 6,50K to 100K,10-20%,33,45,Norway,NOR,dynamic_social_norms,41,56,0,2
19,nonbinary or other,17 or more,25K to 50K,40-50%,51,79,Norway,NOR,dynamic_social_norms,51,66,1,3
35,male,7 to 12,25K to 50K,40-50%,60,57,Norway,NOR,dynamic_social_norms,40,60,0,3
